"","MSSubClass","MSZoning","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","CentralAir","GrLivArea","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","GarageCond","PavedDrive","Fence","SaleType","SaleCondition","SalePrice","BeenRemod","EraBuilt","Pool","TotBathrooms","TotPorch"
"683","120","RL","NoAlley","Reg","HLS","Inside","Gtl","ClearCr","Norm","1Fam","1Story","6","5",1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1003,"Unf",1291,"Ex","Y",1291,"Gd","Typ",1,"Gd","Attchd","Unf",431,"TA","TA","Y","None","WD","Normal",12.0610468734799,"TRUE","1990s","FALSE",2,307
"684","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story","9","5",2002,"Hip","VinylSd","VinylSd","Stone",215,"Gd","TA","PConc","Gd","TA","Av","GLQ",1059,"Unf",1626,"Ex","Y",1668,"Gd","Typ",1,"TA","Attchd","Fin",702,"TA","TA","Y","None","WD","Normal",12.5602444592508,"FALSE","2000s","FALSE",3,302
"685","60","RL","NoAlley","IR2","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story","7","5",1998,"Gable","VinylSd","VinylSd","BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1195,"Gd","Y",1839,"TA","Typ",0,"No","Attchd","Fin",486,"TA","TA","Y","None","WD","Normal",12.3059179804999,"FALSE","1990s","FALSE",2.5,81
"686","160","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","StoneBr","Norm","TwnhsE","2Story","7","5",1984,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Mn","GLQ",828,"LwQ",1190,"Gd","Y",2090,"Gd","Min1",1,"TA","Attchd","Fin",577,"TA","TA","Y","None","WD","Normal",12.2428866186529,"FALSE","1980s","FALSE",3,219
"687","60","FV","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","7","6",2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",874,"Ex","Y",1761,"Gd","Typ",0,"No","Attchd","Fin",578,"TA","TA","Y","None","New","Partial",12.336552511981,"FALSE","2000s","FALSE",3,249
"688","160","FV","NoAlley","IR2","Lvl","FR2","Gtl","Somerst","Norm","TwnhsE","2Story","7","5",2004,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",239,"Unf",551,"Ex","Y",1102,"Gd","Typ",0,"No","Detchd","Unf",480,"TA","TA","Y","None","WD","Normal",11.9103584013811,"FALSE","2000s","FALSE",2.5,60
"689","20","RL","NoAlley","Reg","HLS","Inside","Gtl","StoneBr","Norm","1Fam","1Story","8","6",2007,"Gable","MetalSd","MetalSd","BrkFace",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",945,"Unf",1419,"Ex","Y",1419,"Gd","Typ",1,"Gd","Attchd","RFn",567,"TA","TA","Y","None","New","Partial",12.8790171187726,"FALSE","2000s","FALSE",3,140
"690","120","RL","NoAlley","IR1","Lvl","Corner","Gtl","NridgHt","Norm","TwnhsE","1Story","6","5",2006,"Gable","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","Av","ALQ",20,"Unf",1362,"Ex","Y",1362,"Gd","Typ",1,"Gd","Attchd","RFn",460,"TA","TA","Y","None","WD","Normal",12.1792151913603,"TRUE","2000s","FALSE",2,220
"691","120","RM","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story","6","5",2004,"Gable","VinylSd","VinylSd","BrkFace",147,"Gd","TA","PConc","Gd","TA","Gd","GLQ",697,"Unf",848,"Ex","Y",848,"Gd","Typ",1,"TA","Attchd","RFn",420,"TA","TA","Y","None","WD","Normal",11.8565151693603,"FALSE","2000s","FALSE",2,149
"692","60","RL","NoAlley","IR1","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story","10","6",1995,"Gable","HdBoard","HdBoard","BrkFace",1170,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1455,"Unf",2444,"Ex","Y",4316,"Ex","Typ",2,"Ex","Attchd","Fin",832,"TA","TA","Y","None","WD","Normal",13.5344730282312,"TRUE","1990s","FALSE",4,432
"693","60","RL","NoAlley","IR1","Lvl","Inside","Mod","Timber","Norm","1Fam","2Story","7","5",1990,"Hip","MetalSd","MetalSd","BrkFace",293,"Gd","TA","PConc","Gd","TA","Gd","GLQ",965,"Unf",1210,"Ex","Y",2519,"Gd","Typ",2,"Gd","Attchd","RFn",628,"TA","TA","Y","None","WD","Normal",12.7218858108072,"TRUE","1980s","FALSE",3.5,347
"694","30","RL","NoAlley","Reg","Lvl","Corner","Sev","OldTown","Norm","1Fam","1Story","5","6",1968,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",1073,"Ex","Y",1073,"TA","Typ",0,"No","Detchd","Unf",326,"TA","TA","Y","None","WD","Abnorml",11.5943211031742,"TRUE","1920s","FALSE",1,112
"695","50","RM","NoAlley","Reg","Lvl","Corner","Gtl","BrkSide","Norm","1Fam","1.5Fin","5","6",1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",927,"TA","Y",1539,"TA","Typ",0,"No","Detchd","Unf",576,"TA","TA","Y","MnPrv","WD","Normal",11.8600549960654,"TRUE","1930s","FALSE",1.5,112
"696","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Timber","Norm","1Fam","1Story","6","6",1987,"Gable","HdBoard","HdBoard","BrkFace",72,"TA","TA","CBlock","Gd","Gd","No","GLQ",980,"LwQ",1112,"Gd","Y",1137,"Gd","Typ",1,"TA","Attchd","Unf",551,"TA","TA","Y","None","WD","Normal",12.0782392740203,"FALSE","1980s","FALSE",3,125
"697","30","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","5","7",1950,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",616,"Unf",616,"Gd","Y",616,"TA","Typ",0,"No","Detchd","Unf",205,"TA","TA","Y","None","WD","Normal",11.3963916487143,"TRUE","1920s","FALSE",1,129
"698","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story","5","7",1952,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Ex","Gd","Mn","LwQ",210,"ALQ",980,"Fa","Y",1148,"TA","Typ",0,"No","Detchd","Unf",308,"TA","TA","Y","None","WD","Normal",11.7239964350502,"FALSE","1950s","FALSE",1.5,0
"699","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Sawyer","RRAe","1Fam","1Story","5","8",2009,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",553,"BLQ",894,"Ex","Y",894,"TA","Typ",1,"Gd","Detchd","Unf",336,"TA","TA","Y","MnPrv","WD","Normal",11.8386256046095,"TRUE","1960s","FALSE",2,560
"700","120","FV","Pave","IR2","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE","1Story","7","5",2004,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",16,"Unf",1391,"Ex","Y",1391,"Gd","Typ",0,"No","Attchd","RFn",530,"TA","TA","Y","None","WD","Normal",12.1858699382127,"FALSE","2000s","FALSE",2,314
"701","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam","1Story","8","5",2002,"Hip","VinylSd","VinylSd","BrkFace",630,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1274,"Unf",1800,"Ex","Y",1800,"Gd","Typ",1,"Gd","Attchd","Fin",765,"TA","TA","Y","None","WD","Normal",12.6523597481586,"FALSE","2000s","FALSE",3,348
"702","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","7","5",1969,"Hip","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1164,"TA","Y",1164,"TA","Typ",0,"No","Attchd","Unf",528,"TA","TA","Y","None","COD","Normal",11.8493977015914,"FALSE","1960s","FALSE",1.5,0
"703","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","StoneBr","Norm","1Fam","2Story","8","5",2006,"Hip","VinylSd","VinylSd","BrkFace",466,"Ex","TA","PConc","Ex","Gd","No","Unf",0,"Unf",1234,"Ex","Y",2576,"Ex","Typ",1,"Gd","BuiltIn","Fin",666,"TA","TA","Y","None","New","Partial",12.7991757088645,"FALSE","2000s","FALSE",2.5,424
"704","190","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Feedr","2fmCon","2Story","5","9",1996,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",360,"Gd","Y",1812,"Gd","Typ",1,"Po","Detchd","Unf",672,"TA","TA","N","MnPrv","WD","Normal",11.8493977015914,"TRUE","1900s","FALSE",2,384
"705","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2005,"Gable","VinylSd","VinylSd","BrkFace",109,"Gd","TA","PConc","Gd","TA","Av","GLQ",712,"Unf",1473,"Ex","Y",1484,"Gd","Typ",0,"No","Attchd","RFn",606,"TA","TA","Y","None","WD","Normal",12.2690474446916,"TRUE","2000s","FALSE",3,179
"706","190","RM","NoAlley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","2fmCon","2Story","4","5",1950,"Hip","VinylSd","Wd Shng","None",0,"Fa","Fa","Slab","No","No","No","No",0,"No",0,"Fa","N",1092,"Fa","Mod",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","N","None","WD","Normal",10.9150884642146,"TRUE","1930s","FALSE",2,0
"707","20","RL","NoAlley","IR2","Low","CulDSac","Sev","ClearCr","Norm","1Fam","1Story","7","5",2002,"Gable","Plywood","Plywood","Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",1219,"Unf",1643,"TA","Y",1824,"Gd","Typ",2,"TA","Attchd","Unf",739,"TA","TA","Y","None","WD","Normal",12.618182296357,"TRUE","1970s","FALSE",3,428
"708","120","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story","8","5",2006,"Hip","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",863,"Unf",1324,"Ex","Y",1324,"Gd","Typ",1,"Gd","Attchd","Fin",550,"TA","TA","Y","None","WD","Normal",12.4450895460007,"FALSE","2000s","FALSE",3,230
"709","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","7","5",2007,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",728,"Ex","Y",1456,"Gd","Typ",1,"Gd","Attchd","Fin",400,"TA","TA","Y","None","New","Partial",12.0981533033107,"FALSE","2000s","FALSE",2.5,124
"710","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story","5","7",1966,"Gable","HdBoard","HdBoard","BrkCmn",41,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",876,"TA","Y",904,"TA","Typ",0,"No","Attchd","Unf",408,"TA","TA","Y","MnPrv","WD","Abnorml",11.6073261403917,"FALSE","1960s","FALSE",1,0
"711","30","RL","NoAlley","IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","3","6",2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",270,"Gd","Y",729,"TA","Maj2",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","N","None","WD","Normal",10.8589989975636,"TRUE","1930s","FALSE",1,0
"712","50","C (all)","Pave","Reg","HLS","Inside","Mod","IDOTRR","Norm","1Fam","1.5Fin","4","7",1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Stone","TA","TA","Mn","Unf",0,"Unf",859,"Gd","Y",1178,"TA","Typ",0,"No","Detchd","RFn",384,"TA","TA","N","None","WD","Abnorml",11.5403071417114,"TRUE","1900s","FALSE",1,166
"713","120","RL","NoAlley","IR1","HLS","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story","8","5",1989,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",767,"Unf",1228,"Gd","Y",1228,"Gd","Typ",1,"Gd","Attchd","Fin",472,"TA","TA","Y","None","WD","Normal",12.1495022940418,"TRUE","1980s","FALSE",3,288
"714","190","RL","NoAlley","Reg","Lvl","Inside","Gtl","BrkSide","RRAn","2fmCon","1Story","4","5",1970,"Gable","HdBoard","HdBoard","BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",789,"Unf",960,"TA","N",960,"TA","Typ",0,"No","Detchd","Unf",576,"TA","TA","Y","None","WD","Normal",11.7675676833438,"FALSE","1970s","FALSE",2,288
"715","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Sawyer","RRAe","1Fam","2Story","6","8",2005,"Gable","HdBoard","Plywood","BrkFace",289,"Gd","TA","CBlock","TA","TA","No","GLQ",533,"Unf",725,"Ex","Y",1479,"Gd","Typ",0,"No","Attchd","RFn",475,"TA","TA","Y","None","WD","Normal",11.7791285057449,"TRUE","1970s","FALSE",2.5,44
"716","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","6","5",1974,"Hip","HdBoard","HdBoard","BrkFace",174,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",1064,"TA","Y",1350,"TA","Typ",1,"TA","Attchd","RFn",478,"TA","TA","Y","MnPrv","WD","Normal",12.0137007528827,"FALSE","1970s","FALSE",2,0
"717","70","RM","Grvl","Reg","Bnk","Inside","Gtl","OldTown","Norm","1Fam","2Story","7","8",1998,"Gable","Wd Sdng","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",718,"Ex","Y",2554,"TA","Typ",0,"No","Detchd","Unf",704,"TA","TA","P","None","WD","Normal",11.979799201207,"TRUE","1800s","FALSE",1.5,191
"718","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","5","6",2000,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",1084,"Unf",1176,"Gd","Y",1178,"Gd","Typ",1,"Fa","Attchd","Unf",439,"TA","TA","Y","MnPrv","WD","Normal",11.9640010843304,"TRUE","1970s","FALSE",2,224
"719","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","7","5",1994,"Hip","Wd Sdng","ImStucc","BrkFace",651,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1173,"Unf",1311,"Ex","Y",2418,"Gd","Typ",1,"TA","Attchd","RFn",983,"TA","TA","Y","None","WD","Normal",12.7396377562657,"TRUE","1990s","FALSE",3.5,620
"720","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","5","6",1969,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",523,"Unf",971,"TA","Y",971,"TA","Typ",1,"Po","Attchd","Unf",300,"TA","TA","Y","None","WD","Normal",11.7636841833174,"FALSE","1960s","FALSE",1.5,0
"721","120","RL","NoAlley","IR1","Low","CulDSac","Mod","StoneBr","Norm","1Fam","1Story","8","5",1985,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1148,"Unf",1742,"TA","Y",1742,"Gd","Typ",1,"TA","Attchd","RFn",564,"TA","TA","Y","None","WD","Normal",12.5245263766487,"FALSE","1980s","FALSE",3,376
"722","120","RM","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story","6","5",2004,"Gable","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",848,"Ex","Y",848,"Gd","Typ",0,"No","Attchd","RFn",420,"TA","TA","Y","None","WD","Normal",11.870599909242,"FALSE","2000s","FALSE",2,160
"723","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","4","7",1970,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",191,"Unf",864,"Ex","Y",864,"TA","Typ",0,"No","Detchd","Unf",463,"TA","TA","Y","None","WD","Normal",11.7320609948869,"FALSE","1970s","FALSE",1,0
"724","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin","4","6",1972,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",941,"Ex","Y",1470,"TA","Typ",0,"No","Detchd","Unf",548,"TA","TA","Y","None","WD","Normal",11.8130300574206,"TRUE","1950s","FALSE",2,156
"725","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story","9","5",2008,"Hip","CemntBd","CmentBd","Stone",340,"Ex","TA","PConc","Ex","TA","No","GLQ",1234,"Unf",1698,"Ex","Y",1698,"Ex","Typ",1,"Gd","Attchd","Fin",768,"TA","TA","Y","None","WD","Normal",12.6760762747759,"TRUE","2000s","FALSE",3,391
"726","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","4","6",1970,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",375,"BLQ",864,"TA","Y",864,"Gd","Typ",0,"No","Detchd","Unf",660,"TA","TA","Y","None","WD","Normal",11.6994050319128,"FALSE","1970s","FALSE",1,96
"727","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","Crawfor","Norm","1Fam","1Story","6","9",2007,"Hip","Wd Sdng","Plywood","BrkFace",260,"Gd","Gd","CBlock","Gd","TA","No","GLQ",808,"Unf",880,"Ex","Y",1680,"Gd","Typ",1,"Gd","Attchd","Fin",540,"TA","TA","Y","None","WD","Normal",12.3104326608544,"TRUE","1980s","FALSE",3,518
"728","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2007,"Gable","VinylSd","VinylSd","Stone",82,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",1232,"Ex","Y",1232,"Gd","Typ",0,"No","Attchd","RFn",632,"TA","TA","Y","None","WD","Normal",12.1781874420406,"FALSE","2000s","FALSE",3,132
"729","90","RL","NoAlley","Reg","Lvl","Corner","Gtl","NAmes","Norm","Duplex","1Story","5","5",1958,"Gable","VinylSd","VinylSd","BrkFace",95,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1584,"TA","Y",1776,"TA","Typ",0,"No","Detchd","Unf",888,"TA","TA","Y","None","COD","Abnorml",11.6082356447746,"FALSE","1950s","FALSE",3,25
"730","30","RM","Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin","4","5",1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",152,"Unf",780,"TA","Y",1208,"TA","Typ",0,"No","Detchd","Unf",539,"TA","TA","Y","None","WD","Normal",11.5424842672118,"TRUE","1920s","FALSE",1,135
"731","120","RL","NoAlley","IR1","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story","8","5",1996,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1180,"Unf",1595,"Ex","Y",1616,"Gd","Typ",1,"TA","Attchd","RFn",608,"TA","TA","Y","None","WD","Normal",12.3737034869141,"TRUE","1990s","FALSE",3,389
"732","80","RL","NoAlley","IR1","Lvl","Corner","Gtl","Timber","Norm","1Fam","SLvl","7","5",2003,"Gable","VinylSd","VinylSd","BrkFace",442,"Gd","TA","PConc","Ex","TA","Av","GLQ",786,"Unf",868,"Ex","Y",1146,"Gd","Typ",1,"Gd","Attchd","Fin",438,"TA","TA","Y","None","WD","Normal",12.1415341243926,"FALSE","2000s","FALSE",3,182
"733","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5",1999,"Gable","VinylSd","VinylSd","BrkFace",202,"Gd","TA","PConc","Gd","TA","Av","ALQ",252,"Unf",1153,"Ex","Y",2031,"Gd","Typ",1,"TA","Attchd","Fin",541,"TA","TA","Y","None","WD","Normal",12.3126823805884,"TRUE","1990s","FALSE",2.5,276
"734","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","1Fam","1Story","5","6",1983,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Unf",864,"Ex","Y",1144,"TA","Typ",1,"TA","Attchd","RFn",264,"TA","TA","Y","GdWo","WD","Normal",11.7860013850326,"TRUE","1960s","FALSE",2,165
"735","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","Sawyer","Norm","1Fam","1Story","5","5",1968,"Gable","Plywood","Plywood","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",948,"TA","Y",948,"TA","Typ",0,"No","Attchd","Unf",300,"TA","TA","Y","None","WD","Family",11.5898865061064,"FALSE","1960s","FALSE",1,147
"736","75","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2.5Unf","7","7",1970,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",390,"Unf",880,"Fa","N",1768,"TA","Typ",2,"TA","Detchd","Unf",320,"TA","TA","N","None","WD","Normal",12.0015054797889,"TRUE","1910s","FALSE",1.5,341
"737","90","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Duplex","1Story","3","4",1950,"Gable","Stucco","Stone","None",0,"TA","TA","CBlock","No","No","No","No",0,"No",0,"Gd","N",1040,"TA","Typ",0,"No","Detchd","Unf",400,"TA","TA","Y","None","WD","Normal",11.4457167152768,"FALSE","1950s","FALSE",2,0
"738","60","RL","NoAlley","IR1","HLS","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story","8","5",2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",893,"Ex","Y",1801,"Gd","Typ",1,"Gd","Attchd","Fin",800,"TA","TA","Y","None","WD","Normal",12.3879774488278,"FALSE","2000s","FALSE",2.5,116
"739","90","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Duplex","1Story","5","5",1988,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",1200,"Unf",1200,"TA","Y",1200,"TA","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Alloca",12.0951410848229,"TRUE","1980s","FALSE",6,120
"740","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5",2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",864,"Ex","Y",1728,"Gd","Typ",0,"No","Attchd","RFn",572,"TA","TA","Y","None","WD","Normal",12.1547793511426,"FALSE","2000s","FALSE",2.5,243
"741","70","RM","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","5","7",2002,"Gable","Wd Sdng","Wd Shng","None",0,"TA","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",264,"Ex","Y",1432,"TA","Typ",0,"No","Detchd","Unf",360,"TA","Gd","Y","GdPrv","WD","Abnorml",11.7905572015685,"TRUE","1910s","FALSE",2,382
"742","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Sawyer","Feedr","1Fam","1Story","6","8",1996,"Hip","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","Mn","GLQ",832,"Unf",912,"Gd","Y",912,"Gd","Typ",0,"No","Detchd","Unf",288,"TA","TA","Y","GdPrv","WD","Normal",11.8635823365834,"TRUE","1960s","FALSE",2.5,168
"743","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story","7","5",2001,"Gable","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",1349,"Ex","Y",1349,"TA","Typ",0,"No","Attchd","Unf",539,"TA","TA","Y","GdPrv","WD","Normal",12.0951410848229,"TRUE","2000s","FALSE",2,175
"744","80","RL","NoAlley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","SLvl","5","6",1999,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",444,"Unf",520,"Ex","Y",1464,"TA","Min2",1,"TA","Attchd","RFn",480,"TA","TA","Y","None","WD","Normal",12.0725412529057,"TRUE","1960s","FALSE",2.5,402
"745","120","RL","NoAlley","IR1","HLS","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story","8","5",1993,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",733,"Unf",1337,"Gd","Y",1337,"Gd","Typ",1,"TA","Attchd","RFn",462,"TA","TA","Y","None","WD","Normal",12.1007121298723,"FALSE","1990s","FALSE",3,334
"746","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story","8","9",1996,"Hip","VinylSd","VinylSd","BrkFace",289,"Ex","Gd","CBlock","TA","Gd","No","GLQ",575,"ALQ",1142,"Ex","Y",2715,"Gd","Typ",2,"TA","BuiltIn","Fin",831,"TA","TA","Y","None","WD","Normal",12.6108708646506,"TRUE","1970s","FALSE",4,204
"747","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","7","5",2000,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",952,"Ex","Y",2256,"Gd","Typ",1,"TA","BuiltIn","Fin",554,"TA","TA","Y","None","WD","Normal",12.3715870840077,"FALSE","2000s","FALSE",2.5,278
"748","70","RM","Pave","IR1","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story","7","7",2003,"Mansard","Stucco","Stucco","None",0,"Gd","TA","Stone","TA","Fa","No","Unf",0,"Unf",1240,"TA","N",2640,"Gd","Typ",1,"Gd","Detchd","Unf",864,"TA","TA","N","None","WD","Normal",12.4911726372789,"TRUE","1800s","FALSE",1.5,567
"749","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","1Story","7","5",1996,"Hip","VinylSd","VinylSd","BrkFace",338,"Gd","TA","PConc","Gd","TA","No","GLQ",919,"Unf",1720,"Ex","Y",1720,"Gd","Typ",1,"TA","Attchd","Fin",527,"TA","TA","Y","None","WD","Normal",12.4699741893166,"FALSE","1990s","FALSE",3,450
"750","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin","4","3",1950,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Slab","No","No","No","No",0,"No",0,"TA","N",1529,"TA","Mod",0,"No","Detchd","Unf",240,"TA","TA","N","None","WD","Normal",11.4927227576527,"TRUE","1940s","FALSE",2,277
